"Label (Grouping)","California!!Total!!Estimate","California!!Total!!Margin of Error","California!!Male!!Estimate","California!!Male!!Margin of Error","California!!Female!!Estimate","California!!Female!!Margin of Error","Alameda County, California!!Total!!Estimate","Alameda County, California!!Total!!Margin of Error","Alameda County, California!!Male!!Estimate","Alameda County, California!!Male!!Margin of Error","Alameda County, California!!Female!!Estimate","Alameda County, California!!Female!!Margin of Error","Butte County, California!!Total!!Estimate","Butte County, California!!Total!!Margin of Error","Butte County, California!!Male!!Estimate","Butte County, California!!Male!!Margin of Error","Butte County, California!!Female!!Estimate","Butte County, California!!Female!!Margin of Error","Contra Costa County, California!!Total!!Estimate","Contra Costa County, California!!Total!!Margin of Error","Contra Costa County, California!!Male!!Estimate","Contra Costa County, California!!Male!!Margin of Error","Contra Costa County, California!!Female!!Estimate","Contra Costa County, California!!Female!!Margin of Error","El Dorado County, California!!Total!!Estimate","El Dorado County, California!!Total!!Margin of Error","El Dorado County, California!!Male!!Estimate","El Dorado County, California!!Male!!Margin of Error","El Dorado County, California!!Female!!Estimate","El Dorado County, California!!Female!!Margin of Error","Fresno County, California!!Total!!Estimate","Fresno County, California!!Total!!Margin of Error","Fresno County, California!!Male!!Estimate","Fresno County, California!!Male!!Margin of Error","Fresno County, California!!Female!!Estimate","Fresno County, California!!Female!!Margin of Error","Humboldt County, California!!Total!!Estimate","Humboldt County, California!!Total!!Margin of Error","Humboldt County, California!!Male!!Estimate","Humboldt County, California!!Male!!Margin of Error","Humboldt County, California!!Female!!Estimate","Humboldt County, California!!Female!!Margin of Error","Imperial County, California!!Total!!Estimate","Imperial County, California!!Total!!Margin of Error","Imperial County, California!!Male!!Estimate","Imperial County, California!!Male!!Margin of Error","Imperial County, California!!Female!!Estimate","Imperial County, California!!Female!!Margin of Error","Kern County, California!!Total!!Estimate","Kern County, California!!Total!!Margin of Error","Kern County, California!!Male!!Estimate","Kern County, California!!Male!!Margin of Error","Kern County, California!!Female!!Estimate","Kern County, California!!Female!!Margin of Error","Kings County, California!!Total!!Estimate","Kings County, California!!Total!!Margin of Error","Kings County, California!!Male!!Estimate","Kings County, California!!Male!!Margin of Error","Kings County, California!!Female!!Estimate","Kings County, California!!Female!!Margin of Error","Lake County, California!!Total!!Estimate","Lake County, California!!Total!!Margin of Error","Lake County, California!!Male!!Estimate","Lake County, California!!Male!!Margin of Error","Lake County, California!!Female!!Estimate","Lake County, California!!Female!!Margin of Error","Los Angeles County, California!!Total!!Estimate","Los Angeles County, California!!Total!!Margin of Error","Los Angeles County, California!!Male!!Estimate","Los Angeles County, California!!Male!!Margin of Error","Los Angeles County, California!!Female!!Estimate","Los Angeles County, California!!Female!!Margin of Error","Madera County, California!!Total!!Estimate","Madera County, California!!Total!!Margin of Error","Madera County, California!!Male!!Estimate","Madera County, California!!Male!!Margin of Error","Madera County, California!!Female!!Estimate","Madera County, California!!Female!!Margin of Error","Marin County, California!!Total!!Estimate","Marin County, California!!Total!!Margin of Error","Marin County, California!!Male!!Estimate","Marin County, California!!Male!!Margin of Error","Marin County, California!!Female!!Estimate","Marin County, California!!Female!!Margin of Error","Mendocino County, California!!Total!!Estimate","Mendocino County, California!!Total!!Margin of Error","Mendocino County, California!!Male!!Estimate","Mendocino County, California!!Male!!Margin of Error","Mendocino County, California!!Female!!Estimate","Mendocino County, California!!Female!!Margin of Error","Merced County, California!!Total!!Estimate","Merced County, California!!Total!!Margin of Error","Merced County, California!!Male!!Estimate","Merced County, California!!Male!!Margin of Error","Merced County, California!!Female!!Estimate","Merced County, California!!Female!!Margin of Error","Monterey County, California!!Total!!Estimate","Monterey County, California!!Total!!Margin of Error","Monterey County, California!!Male!!Estimate","Monterey County, California!!Male!!Margin of Error","Monterey County, California!!Female!!Estimate","Monterey County, California!!Female!!Margin of Error","Napa County, California!!Total!!Estimate","Napa County, California!!Total!!Margin of Error","Napa County, California!!Male!!Estimate","Napa County, California!!Male!!Margin of Error","Napa County, California!!Female!!Estimate","Napa County, California!!Female!!Margin of Error","Nevada County, California!!Total!!Estimate","Nevada County, California!!Total!!Margin of Error","Nevada County, California!!Male!!Estimate","Nevada County, California!!Male!!Margin of Error","Nevada County, California!!Female!!Estimate","Nevada County, California!!Female!!Margin of Error","Orange County, California!!Total!!Estimate","Orange County, California!!Total!!Margin of Error","Orange County, California!!Male!!Estimate","Orange County, California!!Male!!Margin of Error","Orange County, California!!Female!!Estimate","Orange County, California!!Female!!Margin of Error","Placer County, California!!Total!!Estimate","Placer County, California!!Total!!Margin of Error","Placer County, California!!Male!!Estimate","Placer County, California!!Male!!Margin of Error","Placer County, California!!Female!!Estimate","Placer County, California!!Female!!Margin of Error","Riverside County, California!!Total!!Estimate","Riverside County, California!!Total!!Margin of Error","Riverside County, California!!Male!!Estimate","Riverside County, California!!Male!!Margin of Error","Riverside County, California!!Female!!Estimate","Riverside County, California!!Female!!Margin of Error","Sacramento County, California!!Total!!Estimate","Sacramento County, California!!Total!!Margin of Error","Sacramento County, California!!Male!!Estimate","Sacramento County, California!!Male!!Margin of Error","Sacramento County, California!!Female!!Estimate","Sacramento County, California!!Female!!Margin of Error","San Bernardino County, California!!Total!!Estimate","San Bernardino County, California!!Total!!Margin of Error","San Bernardino County, California!!Male!!Estimate","San Bernardino County, California!!Male!!Margin of Error","San Bernardino County, California!!Female!!Estimate","San Bernardino County, California!!Female!!Margin of Error","San Diego County, California!!Total!!Estimate","San Diego County, California!!Total!!Margin of Error","San Diego County, California!!Male!!Estimate","San Diego County, California!!Male!!Margin of Error","San Diego County, California!!Female!!Estimate","San Diego County, California!!Female!!Margin of Error","San Francisco County, California!!Total!!Estimate","San Francisco County, California!!Total!!Margin of Error","San Francisco County, California!!Male!!Estimate","San Francisco County, California!!Male!!Margin of Error","San Francisco County, California!!Female!!Estimate","San Francisco County, California!!Female!!Margin of Error","San Joaquin County, California!!Total!!Estimate","San Joaquin County, California!!Total!!Margin of Error","San Joaquin County, California!!Male!!Estimate","San Joaquin County, California!!Male!!Margin of Error","San Joaquin County, California!!Female!!Estimate","San Joaquin County, California!!Female!!Margin of Error","San Luis Obispo County, California!!Total!!Estimate","San Luis Obispo County, California!!Total!!Margin of Error","San Luis Obispo County, California!!Male!!Estimate","San Luis Obispo County, California!!Male!!Margin of Error","San Luis Obispo County, California!!Female!!Estimate","San Luis Obispo County, California!!Female!!Margin of Error","San Mateo County, California!!Total!!Estimate","San Mateo County, California!!Total!!Margin of Error","San Mateo County, California!!Male!!Estimate","San Mateo County, California!!Male!!Margin of Error","San Mateo County, California!!Female!!Estimate","San Mateo County, California!!Female!!Margin of Error","Santa Barbara County, California!!Total!!Estimate","Santa Barbara County, California!!Total!!Margin of Error","Santa Barbara County, California!!Male!!Estimate","Santa Barbara County, California!!Male!!Margin of Error","Santa Barbara County, California!!Female!!Estimate","Santa Barbara County, California!!Female!!Margin of Error","Santa Clara County, California!!Total!!Estimate","Santa Clara County, California!!Total!!Margin of Error","Santa Clara County, California!!Male!!Estimate","Santa Clara County, California!!Male!!Margin of Error","Santa Clara County, California!!Female!!Estimate","Santa Clara County, California!!Female!!Margin of Error","Santa Cruz County, California!!Total!!Estimate","Santa Cruz County, California!!Total!!Margin of Error","Santa Cruz County, California!!Male!!Estimate","Santa Cruz County, California!!Male!!Margin of Error","Santa Cruz County, California!!Female!!Estimate","Santa Cruz County, California!!Female!!Margin of Error","Shasta County, California!!Total!!Estimate","Shasta County, California!!Total!!Margin of Error","Shasta County, California!!Male!!Estimate","Shasta County, California!!Male!!Margin of Error","Shasta County, California!!Female!!Estimate","Shasta County, California!!Female!!Margin of Error","Solano County, California!!Total!!Estimate","Solano County, California!!Total!!Margin of Error","Solano County, California!!Male!!Estimate","Solano County, California!!Male!!Margin of Error","Solano County, California!!Female!!Estimate","Solano County, California!!Female!!Margin of Error","Sonoma County, California!!Total!!Estimate","Sonoma County, California!!Total!!Margin of Error","Sonoma County, California!!Male!!Estimate","Sonoma County, California!!Male!!Margin of Error","Sonoma County, California!!Female!!Estimate","Sonoma County, California!!Female!!Margin of Error","Stanislaus County, California!!Total!!Estimate","Stanislaus County, California!!Total!!Margin of Error","Stanislaus County, California!!Male!!Estimate","Stanislaus County, California!!Male!!Margin of Error","Stanislaus County, California!!Female!!Estimate","Stanislaus County, California!!Female!!Margin of Error","Sutter County, California!!Total!!Estimate","Sutter County, California!!Total!!Margin of Error","Sutter County, California!!Male!!Estimate","Sutter County, California!!Male!!Margin of Error","Sutter County, California!!Female!!Estimate","Sutter County, California!!Female!!Margin of Error","Tulare County, California!!Total!!Estimate","Tulare County, California!!Total!!Margin of Error","Tulare County, California!!Male!!Estimate","Tulare County, California!!Male!!Margin of Error","Tulare County, California!!Female!!Estimate","Tulare County, California!!Female!!Margin of Error","Ventura County, California!!Total!!Estimate","Ventura County, California!!Total!!Margin of Error","Ventura County, California!!Male!!Estimate","Ventura County, California!!Male!!Margin of Error","Ventura County, California!!Female!!Estimate","Ventura County, California!!Female!!Margin of Error","Yolo County, California!!Total!!Estimate","Yolo County, California!!Total!!Margin of Error","Yolo County, California!!Male!!Estimate","Yolo County, California!!Male!!Margin of Error","Yolo County, California!!Female!!Estimate","Yolo County, California!!Female!!Margin of Error","Yuba County, California!!Total!!Estimate","Yuba County, California!!Total!!Margin of Error","Yuba County, California!!Male!!Estimate","Yuba County, California!!Male!!Margin of Error","Yuba County, California!!Female!!Estimate","Yuba County, California!!Female!!Margin of Error"
"Total population","39,250,017","*****","19,491,231","±4,158","19,758,786","±4,158","1,647,704","*****","809,120","±436","838,584","±436","226,864","*****","111,727","±805","115,137","±805","1,135,127","*****","554,517","±657","580,610","±657","185,625","*****","93,447","±662","92,178","±662","979,915","*****","489,186","±335","490,729","±335","136,646","*****","67,540","±805","69,106","±805","180,883","*****","92,611","±677","88,272","±677","884,788","*****","454,117","±796","430,671","±796","149,785","*****","82,378","±831","67,407","±831","64,116","*****","31,258","±1,177","32,858","±1,177","10,137,915","*****","4,994,405","±689","5,143,510","±689","154,697","*****","74,406","±699","80,291","±699","260,651","*****","126,528","±1,001","134,123","±1,001","87,628","*****","42,946","±525","44,682","±525","268,672","*****","135,524","±608","133,148","±608","435,232","*****","222,251","±445","212,981","±445","142,166","*****","70,550","±455","71,616","±455","99,107","*****","50,350","±1,087","48,757","±1,087","3,172,532","*****","1,565,562","±647","1,606,970","±647","380,531","*****","185,096","±453","195,435","±453","2,387,741","*****","1,187,627","±558","1,200,114","±558","1,514,460","*****","739,516","±497","774,944","±497","2,140,096","*****","1,063,881","±574","1,076,215","±574","3,317,749","*****","1,667,581","±1,080","1,650,168","±1,080","870,887","*****","443,777","±659","427,110","±659","733,709","*****","365,605","±444","368,104","±444","282,887","*****","142,925","±884","139,962","±884","764,797","*****","377,751","±652","387,046","±652","446,170","*****","223,041","±411","223,129","±411","1,919,402","*****","968,824","±334","950,578","±334","274,673","*****","136,118","±740","138,555","±740","179,631","*****","88,646","±597","90,985","±597","440,207","*****","219,221","±328","220,986","±328","503,070","*****","245,647","±907","257,423","±907","541,560","*****","266,537","±653","275,023","±653","96,651","*****","48,681","±725","47,970","±725","460,437","*****","228,947","±775","231,490","±775","849,738","*****","420,103","±448","429,635","±448","215,802","*****","105,035","±759","110,767","±759","75,275","*****","37,967","±817","37,308","±817"
"AGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Under 5 years","6.3%","±0.1","6.5%","±0.1","6.1%","±0.1","5.9%","*****","6.2%","±0.1","5.7%","±0.1","5.1%","±0.2","5.4%","±0.3","4.8%","±0.3","5.8%","±0.1","6.0%","±0.1","5.6%","±0.1","4.6%","±0.2","5.3%","±0.5","3.9%","±0.4","8.1%","±0.1","8.3%","±0.1","7.8%","±0.1","5.0%","±0.7","4.9%","±0.8","5.1%","±0.7","8.3%","±0.2","8.3%","±0.3","8.3%","±0.3","8.0%","±0.1","7.9%","±0.1","8.1%","±0.1","7.8%","±0.3","7.5%","±0.4","8.3%","±0.4","5.3%","±0.5","5.5%","±2.6","5.0%","±2.3","6.2%","*****","6.4%","±0.1","6.0%","±0.1","7.2%","±0.2","7.6%","±0.2","7.0%","±0.3","4.9%","±0.4","4.6%","±0.2","5.2%","±0.7","6.1%","±0.2","6.3%","±0.5","5.9%","±0.4","8.1%","±0.2","8.3%","±0.4","7.8%","±0.2","7.5%","±0.1","7.5%","±0.1","7.5%","±0.1","5.2%","±0.1","5.1%","±0.2","5.2%","±0.3","3.7%","±0.4","3.9%","±0.9","3.5%","±0.5","6.0%","±0.1","6.1%","±0.1","5.8%","±0.1","5.3%","±0.1","5.5%","±0.1","5.1%","±0.1","6.6%","*****","6.7%","±0.1","6.5%","±0.1","6.6%","*****","6.8%","±0.1","6.3%","±0.1","7.2%","±0.1","7.4%","±0.1","7.0%","±0.1","6.4%","±0.1","6.6%","±0.1","6.3%","±0.1","4.6%","±0.1","4.6%","±0.1","4.5%","±0.1","7.1%","±0.1","7.3%","±0.1","6.8%","±0.1","4.6%","±0.2","4.7%","±0.3","4.6%","±0.2","5.7%","±0.1","6.0%","±0.1","5.5%","±0.1","6.5%","±0.1","6.7%","±0.1","6.2%","±0.1","6.2%","±0.1","6.3%","±0.1","6.0%","±0.1","5.3%","±0.2","5.4%","±0.1","5.2%","±0.4","5.9%","±0.3","6.4%","±0.6","5.4%","±0.5","6.2%","±0.1","6.5%","±0.2","6.0%","±0.1","5.1%","±0.1","5.3%","±0.2","4.9%","±0.1","7.3%","±0.1","7.5%","±0.1","7.1%","±0.2","6.8%","±0.2","6.6%","±0.6","7.0%","±0.5","8.6%","±0.1","8.6%","±0.2","8.5%","±0.2","6.1%","±0.1","6.2%","±0.1","6.0%","±0.1","5.8%","±0.2","5.8%","±0.4","5.8%","±0.5","7.6%","±0.4","7.7%","±0.8","7.5%","±0.7"
"    5 to 9 years","6.4%","±0.1","6.6%","±0.1","6.3%","±0.1","5.9%","±0.2","6.4%","±0.2","5.5%","±0.2","6.4%","±0.7","6.7%","±1.0","6.2%","±0.9","6.5%","±0.3","6.7%","±0.4","6.3%","±0.4","6.3%","±0.6","6.6%","±0.9","6.1%","±1.0","8.0%","±0.4","8.2%","±0.5","7.7%","±0.6","5.2%","±0.8","4.6%","±1.4","5.9%","±0.9","7.7%","±0.8","9.3%","±1.2","6.1%","±1.3","8.3%","±0.4","7.9%","±0.6","8.7%","±0.6","6.9%","±0.9","6.6%","±1.0","7.2%","±1.5","6.2%","±1.3","5.5%","±1.7","6.8%","±2.0","6.1%","±0.1","6.3%","±0.1","5.9%","±0.1","8.2%","±1.0","8.2%","±1.6","8.3%","±1.4","5.7%","±0.7","5.4%","±0.9","5.9%","±0.9","5.9%","±1.4","4.9%","±1.7","6.9%","±1.6","8.6%","±0.8","8.8%","±0.9","8.5%","±1.1","7.4%","±0.5","7.4%","±0.8","7.5%","±0.7","5.9%","±0.7","6.1%","±1.2","5.7%","±1.1","4.7%","±1.1","4.9%","±1.7","4.5%","±1.4","6.0%","±0.2","6.2%","±0.2","5.7%","±0.2","6.4%","±0.5","6.9%","±0.7","6.0%","±0.6","7.2%","±0.2","7.5%","±0.3","6.9%","±0.4","6.4%","±0.3","6.6%","±0.4","6.2%","±0.4","7.4%","±0.2","7.4%","±0.3","7.5%","±0.3","6.0%","±0.2","5.9%","±0.2","6.0%","±0.2","3.8%","±0.2","3.8%","±0.3","3.8%","±0.3","8.1%","±0.4","8.1%","±0.5","8.1%","±0.5","4.9%","±0.6","5.1%","±0.8","4.6%","±0.9","5.9%","±0.3","6.3%","±0.4","5.6%","±0.5","6.5%","±0.5","7.0%","±0.7","6.1%","±0.7","6.4%","±0.2","6.6%","±0.3","6.2%","±0.3","5.5%","±0.5","6.0%","±0.7","5.1%","±0.9","5.7%","±0.7","5.3%","±0.9","6.0%","±1.2","6.2%","±0.5","6.2%","±0.7","6.3%","±0.6","5.6%","±0.4","6.1%","±0.7","5.1%","±0.5","7.3%","±0.5","7.2%","±0.7","7.5%","±0.6","7.2%","±1.0","7.7%","±1.7","6.7%","±1.4","8.8%","±0.7","9.3%","±1.2","8.3%","±0.9","6.6%","±0.3","6.6%","±0.4","6.5%","±0.5","6.4%","±0.7","6.6%","±1.2","6.3%","±1.0","8.7%","±1.4","8.6%","±2.1","8.8%","±2.1"
"    10 to 14 years","6.5%","±0.1","6.7%","±0.1","6.3%","±0.1","5.7%","±0.2","5.8%","±0.2","5.7%","±0.2","5.4%","±0.7","5.8%","±1.1","4.9%","±0.9","6.7%","±0.3","7.0%","±0.4","6.4%","±0.4","5.4%","±0.7","5.7%","±1.1","5.0%","±1.1","8.0%","±0.4","8.1%","±0.5","8.0%","±0.6","6.0%","±0.7","7.0%","±1.3","5.0%","±0.8","7.8%","±0.8","6.7%","±1.4","9.0%","±1.3","8.2%","±0.4","8.4%","±0.6","8.0%","±0.6","8.5%","±0.9","7.4%","±1.1","9.8%","±1.5","6.0%","±1.4","7.2%","±2.3","4.9%","±1.8","6.1%","±0.1","6.3%","±0.1","5.8%","±0.1","7.6%","±1.0","8.2%","±1.5","7.0%","±1.4","6.3%","±0.6","6.9%","±0.9","5.7%","±0.8","6.5%","±1.4","7.4%","±1.8","5.5%","±1.6","8.1%","±0.8","8.1%","±1.0","8.2%","±1.2","7.3%","±0.5","7.7%","±0.8","7.0%","±0.7","6.3%","±0.7","6.6%","±1.2","6.0%","±1.1","6.3%","±0.9","6.5%","±1.5","6.1%","±1.6","6.5%","±0.2","6.8%","±0.2","6.3%","±0.2","6.6%","±0.5","6.8%","±0.7","6.4%","±0.6","7.3%","±0.2","7.4%","±0.3","7.2%","±0.4","7.0%","±0.3","7.4%","±0.4","6.7%","±0.4","7.5%","±0.2","8.0%","±0.3","7.1%","±0.3","6.0%","±0.2","6.2%","±0.2","5.8%","±0.2","3.2%","±0.2","3.1%","±0.3","3.3%","±0.3","7.5%","±0.4","7.9%","±0.5","7.1%","±0.5","5.4%","±0.5","5.1%","±0.7","5.7%","±0.7","6.0%","±0.3","6.2%","±0.5","5.9%","±0.5","5.7%","±0.5","5.6%","±0.6","5.9%","±0.8","6.3%","±0.2","6.3%","±0.3","6.3%","±0.3","5.5%","±0.5","5.4%","±0.7","5.5%","±0.8","6.3%","±0.8","6.8%","±1.0","5.7%","±1.1","6.2%","±0.5","6.7%","±0.7","5.8%","±0.6","6.0%","±0.4","5.9%","±0.7","6.0%","±0.5","8.0%","±0.4","8.7%","±0.7","7.3%","±0.6","7.7%","±0.9","8.8%","±1.8","6.7%","±1.4","8.9%","±0.7","8.8%","±1.2","8.9%","±0.9","6.7%","±0.3","7.0%","±0.4","6.4%","±0.5","5.4%","±0.7","5.7%","±1.1","5.2%","±0.8","7.6%","±1.6","8.9%","±2.5","6.3%","±1.7"
"    15 to 19 years","6.6%","±0.1","6.8%","±0.1","6.4%","±0.1","5.7%","±0.1","5.9%","±0.1","5.6%","±0.1","7.0%","±0.5","7.1%","±0.6","7.0%","±0.7","6.4%","±0.1","6.7%","±0.1","6.1%","±0.1","6.4%","±0.4","6.7%","±0.9","6.1%","±0.5","7.3%","±0.1","7.5%","±0.1","7.2%","±0.1","6.7%","±0.5","6.2%","±0.7","7.1%","±0.8","7.9%","±0.4","7.7%","±0.3","8.2%","±0.6","7.4%","±0.1","7.4%","±0.2","7.4%","±0.2","6.6%","±0.5","5.3%","±0.4","8.2%","±1.1","5.4%","±1.2","5.6%","±1.9","5.2%","±2.1","6.5%","±0.1","6.7%","±0.1","6.3%","±0.1","7.3%","±0.4","7.7%","±0.5","6.9%","±0.6","5.6%","±0.3","6.0%","±0.6","5.3%","±0.5","6.6%","±0.8","6.6%","±2.0","6.6%","±1.5","8.4%","±0.4","8.6%","±0.5","8.2%","±0.6","7.1%","±0.2","7.2%","±0.3","7.0%","±0.3","6.0%","±0.3","6.7%","±0.4","5.3%","±0.5","4.7%","±0.6","6.4%","±1.5","2.9%","±0.9","6.6%","±0.1","6.8%","±0.1","6.4%","±0.1","6.6%","±0.2","7.1%","±0.4","6.2%","±0.3","7.4%","±0.1","7.6%","±0.1","7.3%","±0.1","6.2%","±0.1","6.5%","±0.1","6.0%","±0.1","7.5%","±0.1","7.7%","±0.1","7.2%","±0.1","6.3%","±0.1","6.5%","±0.1","6.1%","±0.1","3.5%","±0.1","3.5%","±0.1","3.6%","±0.2","7.5%","±0.1","7.9%","±0.2","7.2%","±0.2","8.0%","±0.9","8.2%","±1.7","7.8%","±0.4","5.3%","±0.1","5.6%","±0.2","5.0%","±0.1","8.3%","±0.2","8.0%","±0.3","8.5%","±0.3","5.9%","±0.1","6.0%","±0.1","5.8%","±0.1","8.5%","±0.4","8.9%","±0.5","8.2%","±0.4","6.1%","±0.4","7.2%","±0.8","5.1%","±0.5","6.1%","±0.1","6.3%","±0.3","5.8%","±0.1","5.8%","±0.1","5.9%","±0.2","5.7%","±0.2","7.2%","±0.2","7.2%","±0.2","7.3%","±0.3","7.2%","±1.1","7.8%","±1.4","6.6%","±1.4","8.0%","±0.1","8.0%","±0.1","7.9%","±0.2","6.8%","±0.1","7.0%","±0.1","6.6%","±0.1","9.4%","±0.2","8.9%","±0.3","9.8%","±0.6","6.3%","±0.9","4.2%","±1.4","8.5%","±2.0"
"    20 to 24 years","7.2%","±0.1","7.5%","±0.1","6.8%","±0.1","6.3%","±0.1","6.5%","±0.1","6.1%","±0.1","11.0%","±0.5","11.3%","±0.5","10.7%","±0.9","6.0%","±0.1","6.3%","±0.1","5.8%","±0.1","5.0%","±0.4","5.2%","±0.7","4.7%","±0.5","7.5%","±0.1","7.7%","±0.1","7.3%","±0.1","10.0%","±0.8","10.0%","±0.9","10.1%","±1.1","7.8%","±0.3","8.3%","±0.6","7.2%","±0.4","7.9%","±0.1","8.4%","±0.2","7.3%","±0.1","8.8%","±0.4","10.1%","±0.5","7.1%","±0.5","2.9%","±1.1","1.7%","±1.4","4.0%","±1.6","7.3%","±0.1","7.5%","±0.1","7.1%","±0.1","7.6%","±0.6","7.5%","±0.6","7.7%","±1.0","4.5%","±0.3","4.8%","±0.5","4.3%","±0.4","4.3%","±0.8","4.2%","±1.5","4.3%","±1.1","7.9%","±0.4","8.0%","±0.5","7.7%","±0.5","7.3%","±0.1","7.5%","±0.1","7.1%","±0.2","6.9%","±0.4","6.9%","±0.5","6.8%","±0.5","4.2%","±0.7","4.0%","±0.3","4.4%","±1.3","6.9%","±0.1","7.1%","±0.1","6.7%","±0.1","5.0%","±0.2","5.0%","±0.1","4.9%","±0.3","7.2%","±0.1","7.3%","±0.1","7.0%","±0.1","6.6%","±0.1","6.9%","±0.1","6.2%","±0.1","7.9%","±0.1","8.3%","±0.1","7.5%","±0.1","7.9%","±0.1","8.9%","±0.1","7.0%","±0.1","5.7%","±0.1","5.4%","±0.1","6.0%","±0.2","7.0%","±0.1","7.2%","±0.2","6.7%","±0.1","10.4%","±0.9","11.2%","±1.7","9.5%","±0.3","5.4%","±0.1","5.6%","±0.2","5.2%","±0.1","11.1%","±0.3","11.6%","±0.3","10.6%","±0.3","6.3%","±0.1","6.6%","±0.1","6.0%","±0.1","10.0%","±0.3","10.0%","±0.5","10.0%","±0.4","5.8%","±0.4","5.5%","±0.5","6.1%","±0.6","6.9%","±0.2","7.5%","±0.3","6.3%","±0.1","6.0%","±0.2","6.3%","±0.1","5.6%","±0.3","6.9%","±0.1","7.2%","±0.2","6.5%","±0.2","7.1%","±0.9","8.0%","±1.2","6.2%","±1.4","7.3%","±0.1","7.5%","±0.2","7.1%","±0.2","7.0%","±0.1","7.3%","±0.1","6.8%","±0.1","13.8%","±0.3","13.3%","±0.3","14.4%","±0.5","7.3%","±1.1","8.9%","±1.7","5.8%","±1.7"
"    25 to 29 years","7.8%","±0.1","8.1%","±0.1","7.5%","±0.1","8.3%","±0.1","8.4%","±0.1","8.2%","±0.1","6.6%","±0.2","7.3%","±0.4","6.0%","±0.1","6.3%","±0.1","6.5%","±0.1","6.0%","±0.1","4.7%","±0.5","4.6%","±0.5","4.8%","±0.7","8.1%","±0.1","8.3%","±0.1","7.9%","±0.1","6.3%","±0.6","6.5%","±0.8","6.1%","±1.0","7.4%","±0.3","8.5%","±0.6","6.3%","±0.3","8.0%","±0.1","8.4%","±0.2","7.6%","±0.1","8.7%","±0.4","9.7%","±0.5","7.4%","±0.5","5.7%","±1.3","4.8%","±1.2","6.4%","±2.2","8.4%","±0.1","8.6%","±0.1","8.1%","±0.1","7.2%","±0.3","7.0%","±0.4","7.3%","±0.5","3.9%","±0.3","4.6%","±0.3","3.2%","±0.4","5.3%","±0.3","5.7%","±0.5","5.0%","±0.4","7.7%","±0.2","8.3%","±0.4","7.2%","±0.1","7.2%","±0.1","7.4%","±0.1","7.1%","±0.2","5.8%","±0.2","5.9%","±0.3","5.6%","±0.4","4.0%","±0.3","4.0%","±0.4","4.1%","±0.4","7.5%","±0.1","7.8%","±0.1","7.2%","±0.1","5.3%","±0.3","5.8%","±0.4","4.9%","±0.2","7.2%","±0.1","7.4%","±0.1","6.9%","±0.1","8.0%","±0.1","8.2%","±0.1","7.9%","±0.1","7.9%","±0.1","8.1%","±0.1","7.7%","±0.1","8.7%","±0.1","9.0%","±0.1","8.3%","±0.1","11.9%","±0.1","12.0%","±0.1","11.9%","±0.1","7.1%","±0.1","7.4%","±0.1","6.8%","±0.1","5.8%","±0.3","6.3%","±0.5","5.3%","±0.3","7.1%","±0.1","7.5%","±0.2","6.7%","±0.1","7.0%","±0.1","7.3%","±0.2","6.7%","±0.2","7.9%","±0.1","8.3%","±0.1","7.4%","±0.1","5.9%","±0.2","6.2%","±0.2","5.7%","±0.3","6.2%","±0.3","6.4%","±0.5","6.1%","±0.3","7.6%","±0.1","8.0%","±0.2","7.2%","±0.1","6.6%","±0.1","7.1%","±0.2","6.1%","±0.1","7.5%","±0.1","7.6%","±0.2","7.4%","±0.2","6.7%","±0.8","5.9%","±1.0","7.5%","±1.2","7.3%","±0.1","7.3%","±0.2","7.3%","±0.2","6.8%","±0.1","7.2%","±0.1","6.4%","±0.1","7.5%","±0.3","8.3%","±0.5","6.8%","±0.1","8.3%","±1.0","8.6%","±1.6","8.0%","±0.9"
