County,Data Year,Population,Z Score
Mendocino           ,2020,91639,-0.24120617371270708
Merced              ,2020,280290,-0.20467292175573418
Modoc               ,2020,8722,-0.25726348405040117
Mono                ,2020,13205,-0.2563953276742192
Monterey            ,2020,439590,-0.17382364432414998
Napa                ,2020,138304,-0.23216925261198595
Nevada              ,2020,102259,-0.23914955521726816
Orange              ,2020,3188326,0.35848344575860575
Placer              ,2020,403822,-0.18075030443195225
Plumas              ,2020,19780,-0.25512204456616727
Riverside           ,2020,2412908,0.20831969806592435
Sacramento,2020,1580826,0.047182670672155154
San Benito  ,2020,63931,-0.24657197270250203
San Bernardino    ,2020,2179505,0.16311998745472506
San Diego           ,2020,3297350,0.37959651306997444
San Francisco,2020,873444,-0.08980555009437896
San Joaquin,2020,776794,-0.10852232764467784
San Luis Obispo     ,2020,282484,-0.20424804219085724
San Mateo           ,2020,765009,-0.11080455447789328
Santa Barbara       ,2020,448408,-0.17211599254516877
Santa Clara         ,2020,1936352,0.11603213839432337
Santa Cruz          ,2020,271259,-0.2064218220977595
Shasta              ,2020,181926,-0.22372162436264156
Sierra              ,2020,3235,-0.2583260702730446
Siskiyou            ,2020,44111,-0.2504102192730858
Solano              ,2020,452957,-0.17123505492409985
Sonoma              ,2020,490008,-0.1640599351619051
Stanislaus          ,2020,552488,-0.15196035666896485
State Total,2020,39535623,7.397327444761666
Sutter              ,2020,100058,-0.239575790368724
Tehama              ,2020,65674,-0.24623443164435233
Trinity             ,2020,16070,-0.255840505452992
Tulare              ,2020,472371,-0.1674754323750931
Tuolumne            ,2020,55529,-0.24819906390765062
Ventura             ,2020,844339,-0.09544188543428013
Yolo                ,2020,216306,-0.21706375770791547
Yuba                ,2020,81178,-0.24323200102728212
Alameda             ,2021,1666341,0.06374309728585209
Amador              ,2021,40047,-0.2511972341097585
Butte               ,2021,207403,-0.21878787018106924
Calaveras           ,2021,45259,-0.25018790307414385
Colusa              ,2021,21774,-0.2547358960464022
Contra Costa        ,2021,1162336,-0.033860104672123977
Del Norte,2021,27450,-0.25363670898612806
El Dorado           ,2021,190737,-0.22201532817023925
Fresno              ,2021,1008202,-0.06370895920846921
Glenn               ,2021,28812,-0.2533729505689164
Humboldt            ,2021,135130,-0.23278391429791093
Imperial            ,2021,180403,-0.22401656127116826
Inyo                ,2021,18981,-0.25527677509138913
Kern                ,2021,905370,-0.0836229133631752
Kings               ,2021,151157,-0.22968020199787328
Lake                ,2021,67778,-0.2458269810497757
Lassen              ,2021,30991,-0.2529509758324228
Los Angeles ,2021,9955445,1.6689714020897075
Madera              ,2021,155982,-0.22874581553455003
Marin               ,2021,259721,-0.20865621609026183
Mariposa            ,2021,17070,-0.2556468502274328
Mendocino           ,2021,90910,-0.24134734837213978
Merced              ,2021,280944,-0.20454627123821845
Modoc               ,2021,8608,-0.2572855607461149
Mono                ,2021,13191,-0.256398038847377
Monterey            ,2021,436803,-0.17436336143778353
Napa                ,2021,137128,-0.2323969911572436
Nevada              ,2021,101985,-0.23920261674907137
Orange              ,2021,3172352,0.3553899971855227
Placer              ,2021,406443,-0.18024273408576152
Plumas              ,2021,19626,-0.2551518674709034
Riverside           ,2021,2419165,0.2095313988122484
Sacramento,2021,1580120,0.04704595008291034
San Benito  ,2021,64642,-0.24643428383712943
San Bernardino    ,2021,2179006,0.163023353497171
San Diego           ,2021,3286880,0.37756894285836934
San Francisco,2021,855338,-0.09331187160835425
San Joaquin,2021,780320,-0.10783949931935602
San Luis Obispo     ,2021,278737,-0.20497366832102765
San Mateo           ,2021,756636,-0.11242602968150064
Santa Barbara       ,2021,441552,-0.1734436927716028
Santa Clara         ,2021,1913779,0.11166075898777504
Santa Cruz          ,2021,265533,-0.20753069191931162
Shasta              ,2021,181483,-0.2238074136275643
Sierra              ,2021,3225,-0.2583280068253002
Siskiyou            ,2021,43905,-0.25045011224955105
Solano              ,2021,450122,-0.17178406748856026
Sonoma              ,2021,484459,-0.1651345280085332
Stanislaus          ,2021,551342,-0.15218228555745572
State Total,2021,39327868,7.35709460337561
Sutter              ,2021,99089,-0.23976344228229088
Tehama              ,2021,65336,-0.24629988711059134
Trinity             ,2021,16054,-0.25584360393660094
Tulare              ,2021,474000,-0.16715996801265712
Tuolumne            ,2021,54827,-0.2483350098759932
Ventura             ,2021,839916,-0.09629842249692858
Yolo                ,2021,214911,-0.21733390674757058
Yuba                ,2021,81917,-0.24308888981559387
Alameda             ,2022,1643683,0.05935525718513122
Amador              ,2022,40010,-0.2512043993531042
Butte               ,2022,206184,-0.21902393590102592
Calaveras           ,2022,45021,-0.25023399301782695
Colusa              ,2022,21722,-0.2547459661181313
Contra Costa        ,2022,1149841,-0.03627982671548646
Del Norte,2022,26982,-0.25372733963168975
El Dorado           ,2022,189294,-0.2222947726607212
Fresno              ,2022,1010177,-0.06332649013798976
Glenn               ,2022,28777,-0.25337972850181095
Humboldt            ,2022,134167,-0.23297040428012447
Imperial            ,2022,180394,-0.2240183041681983
Inyo                ,2022,18916,-0.25528936268105046
Kern                ,2022,908186,-0.08307758024800044
Kings               ,2022,151654,-0.22958395535077034
Lake                ,2022,67597,-0.24586203264560194
Lassen              ,2022,29809,-0.2531798763090338
Los Angeles ,2022,9861493,1.6507771063379675
Madera              ,2022,157040,-0.22854092830590836
Marin               ,2022,255459,-0.20948157466159523
Mariposa            ,2022,16988,-0.25566272995592865
Mendocino           ,2022,90227,-0.2414796148911967
Merced              ,2022,284038,-0.2039471019703382
Modoc               ,2022,8547,-0.25729737371487404
Mono                ,2022,12987,-0.25643754451339107
Monterey            ,2022,436033,-0.17451247596146413
Napa                ,2022,135564,-0.23269986793001823
Nevada              ,2022,101080,-0.23937787472820246
Orange              ,2022,3158071,0.35262440690931146
Placer              ,2022,407539,-0.18003048795854862
Plumas              ,2022,19254,-0.2552239072148114
Riverside           ,2022,2427832,0.21120980865217018
Sacramento,2022,1572254,0.045522658078661495
San Benito  ,2022,65642,-0.2462406286115702
San Bernardino    ,2022,2179845,0.1631858302314152
San Diego           ,2022,3278730,0.3759906527700617
San Francisco,2022,840575,-0.09617080370328505
San Joaquin,2022,782163,-0.10748259273865036
San Luis Obispo     ,2022,279439,-0.20483772235268508
San Mateo           ,2022,742051,-0.11525049114628191
Santa Barbara       ,2022,443074,-0.17314894951830165
Santa Clara         ,2022,1895752,0.10816973623661894
Santa Cruz          ,2022,264495,-0.2077317060434421
Shasta              ,2022,180206,-0.22405471135060342
Sierra              ,2022,3205,-0.2583318799298114
Siskiyou            ,2022,43571,-0.25051479309488783
Solano              ,2022,447027,-0.17238343041166604
Sonoma              ,2022,479654,-0.1660650413673453
Stanislaus          ,2022,548215,-0.1527878454477794
State Total,2022,39114785,7.315829966947774
Sutter              ,2022,99153,-0.2397510483478551
Tehama              ,2022,64942,-0.24637618726946167
Trinity             ,2022,15971,-0.2558596773203224
Tulare              ,2022,474624,-0.16703912715190816
Tuolumne            ,2022,54500,-0.24839833513475107
Ventura             ,2022,831531,-0.09792222156324266
Yolo                ,2022,220176,-0.21631431198500128
Yuba                ,2022,82234,-0.24302750110909158
Alameda             ,2023,1650656,0.060705615072955674
Amador              ,2023,39924,-0.2512210537025023
Butte               ,2023,206579,-0.21894744208693004
Calaveras           ,2023,44899,-0.25025761895534515
Colusa              ,2023,21831,-0.2547248576985453
Contra Costa        ,2023,1145274,-0.03716425013061544
Del Norte,2023,26586,-0.2538040271010112
El Dorado           ,2023,188067,-0.22253238762248237
Fresno              ,2023,1010914,-0.0631837662367526
Glenn               ,2023,28330,-0.2534662923876359
Humboldt            ,2023,134597,-0.232887132533134
Imperial            ,2023,179623,-0.22416761234710444
Inyo                ,2023,18890,-0.255294397716915
Kern                ,2023,906165,-0.08346895745885563
Kings               ,2023,151629,-0.22958879673140933
Lake                ,2023,66698,-0.24603612869337968
Lassen              ,2023,28376,-0.2534573842472602
Los Angeles ,2023,9819312,1.642608535268654
Madera              ,2023,157909,-0.2283726419148974
Marin               ,2023,253972,-0.2097695399820018
Mariposa            ,2023,16968,-0.2556666030604398
Mendocino           ,2023,89556,-0.24160955754754695
Merced              ,2023,285193,-0.20372343018481728
Modoc               ,2023,8501,-0.25730628185524973
Mono                ,2023,13193,-0.2563976515369259
Monterey            ,2023,433953,-0.17491527883062732
Napa                ,2023,134508,-0.23290436784820878
Nevada              ,2023,100474,-0.23949522979489135
Orange              ,2023,3141065,0.3493311061434513
Placer              ,2023,410085,-0.17953744175427486
Plumas              ,2023,18993,-0.25527445122868236
Riverside           ,2023,2428580,0.21135466276088846
Sacramento,2023,1576639,0.04637183624273868
San Benito  ,2023,65165,-0.24633300215416196
San Bernardino    ,2023,2172694,0.1618010017134412
San Diego           ,2023,3290423,0.3782550633225257
San Francisco,2023,842224,-0.09585146623633789
San Joaquin,2023,783903,-0.10714563264617732
San Luis Obispo     ,2023,279818,-0.20476432702219813
San Mateo           ,2023,745302,-0.11462091800798888
Santa Barbara       ,2023,442342,-0.173290705143411
Santa Clara         ,2023,1902799,0.10953442461113477
Santa Cruz          ,2023,263338,-0.2079557651394141
Shasta              ,2023,179122,-0.22426463361510962
Sierra              ,2023,3187,-0.25833536572387145
Siskiyou            ,2023,43479,-0.25053260937563926
Solano              ,2023,445506,-0.17267798000974163
Sonoma              ,2023,479445,-0.16610551530948717
Stanislaus          ,2023,545753,-0.15326462461310622
State Total,2023,39061058,7.305425452644154
Sutter              ,2023,98248,-0.2399263063269862
Tehama              ,2023,64710,-0.2464211152817914
Trinity             ,2023,15944,-0.2558649060114125
Tulare              ,2023,474680,-0.16702828245927687
Tuolumne            ,2023,54626,-0.2483739345763306
Ventura             ,2023,825960,-0.09900107482483309
Yolo                ,2023,220454,-0.21626047583229582
Yuba                ,2023,82814,-0.24291518107826723
Alameda             ,2024,1641869,0.05900396660596678
Amador              ,2024,39611,-0.25128166778810235
Butte               ,2024,205928,-0.2190735116387691
Calaveras           ,2024,44842,-0.250268657303202
Colusa              ,2024,21743,-0.25474189935839453
Contra Costa        ,2024,1146626,-0.036902428265659364
Del Norte,2024,26345,-0.25385069801037097
El Dorado           ,2024,188583,-0.2224324615260938
Fresno              ,2024,1017431,-0.06192171513178315
Glenn               ,2024,28736,-0.25338766836605886
Humboldt            ,2024,133100,-0.23317703440579615
Imperial            ,2024,182881,-0.2235366836222325
Inyo                ,2024,18856,-0.255300981994584
Kern                ,2024,910300,-0.08266819310116824
Kings               ,2024,152627,-0.2293955288163012
Lake                ,2024,67001,-0.24597745116003522
Lassen              ,2024,28197,-0.2534920485326353
Los Angeles ,2024,9824091,1.6435340135916015
Madera              ,2024,159328,-0.22809784514982887
Marin               ,2024,252844,-0.2099879830764326
Mariposa            ,2024,16966,-0.2556669903708909
Mendocino           ,2024,89476,-0.2416250499655917
Merced              ,2024,287303,-0.20331481765888734
Modoc               ,2024,8484,-0.2573095739940843
Mono                ,2024,12861,-0.2564619450718115
Monterey            ,2024,437614,-0.174206307049855
Napa                ,2024,135029,-0.2328034734756924
Nevada              ,2024,100177,-0.23955274539688245
Orange              ,2024,3150835,0.3512231176971649
Placer              ,2024,412844,-0.17900314698695696
Plumas              ,2024,18841,-0.2553038868229674
Riverside           ,2024,2442378,0.21402671756315464
Sacramento,2024,1578938,0.04681704960629934
San Benito  ,2024,65853,-0.24619976735897722
San Bernardino    ,2024,2181433,0.16349335472960325
San Diego           ,2024,3291101,0.37838636156545485
San Francisco,2024,843071,-0.09568744026028923
San Joaquin,2024,791408,-0.10569225017835535
San Luis Obispo     ,2024,278469,-0.2050255679214775
San Mateo           ,2024,741565,-0.11534460758590369
Santa Barbara       ,2024,443623,-0.17304263279946963
Santa Clara         ,2024,1903198,0.10961169304613291
Santa Cruz          ,2024,262572,-0.20810410504219248
Shasta              ,2024,179195,-0.22425049678364378
Sierra              ,2024,3171,-0.2583384642074804
Siskiyou            ,2024,43409,-0.2505461652414284
Solano              ,2024,446426,-0.17249981720222712
Sonoma              ,2024,478152,-0.16635591151613524
Stanislaus          ,2024,548744,-0.15268540183345858
State Total,2024,39128162,7.31842049290008
Sutter              ,2024,100110,-0.2395657202969949
Tehama              ,2024,64308,-0.2464989646824662
Trinity             ,2024,15915,-0.2558705220129537
Tulare              ,2024,478918,-0.16620757161335686
Tuolumne            ,2024,54407,-0.24841634507072807
Ventura             ,2024,823863,-0.09940716983283078
Yolo                ,2024,221666,-0.21602576569891804
Yuba                ,2024,83721,-0.242739535788685
