Data Year,County,Average PM 2.5/County,Number of Site IDs/County
2013,Alameda,10.422489270386267,3.0
2013,Alpine,31.54375,1.0
2013,Butte,10.324971623155504,3.0
2013,Calaveras,9.176790830945558,1.0
2013,Colusa,8.756010928961748,2.0
2013,Contra Costa,9.808089260808925,2.0
2013,Del Norte,3.2183333333333333,1.0
2013,El Dorado,3.425,1.0
2013,Fresno,14.477798249654537,6.0
2013,Glenn,9.648882681564245,1.0
2013,Humboldt,7.691666666666666,3.0
2013,Imperial,9.962979683972913,3.0
2013,Inyo,7.384413309982487,3.0
2013,Kern,14.549013657056147,6.0
2013,Kings,18.006122448979593,2.0
2013,Lake,3.8688524590163933,1.0
2013,Los Angeles,12.271465854719443,12.0
2013,Madera,14.033850493653032,2.0
2013,Marin,9.614623655913979,2.0
2013,Mariposa,8.073106060606062,2.0
2013,Mendocino,9.596774193548388,2.0
2013,Merced,13.810022779043281,2.0
2013,Mono,3.4343137254901963,1.0
2013,Monterey,6.445311130587204,3.0
2013,Napa,11.71784702549575,1.0
2013,Nevada,7.651886792452831,2.0
2013,Orange,11.522488038277512,2.0
2013,Placer,8.651629726205998,2.0
2013,Plumas,12.442205323193917,3.0
2013,Riverside,11.946188150350393,11.0
2013,Sacramento,10.474176153385262,4.0
2013,San Benito,5.418859649122807,2.0
2013,San Bernardino,10.76643059490085,8.0
2013,San Diego,9.743996218090135,9.0
2013,San Francisco,10.073654390934845,1.0
2013,San Joaquin,13.341267501842298,3.0
2013,San Luis Obispo,9.159525471039776,4.0
2013,San Mateo,10.71082621082621,1.0
2013,Santa Barbara,7.701371571072319,3.0
2013,Santa Clara,10.055658198614319,3.0
2013,Santa Cruz,8.319829059829061,2.0
2013,Shasta,4.143840579710145,4.0
2013,Siskiyou,4.653107344632769,2.0
2013,Solano,10.57319587628866,1.0
2013,Sonoma,8.438218390804598,1.0
2013,Stanislaus,14.593155893536121,2.0
2013,Sutter,9.449139280125195,1.0
2013,Tehama,4.659356725146199,1.0
2013,Trinity,9.868217054263566,2.0
2013,Tulare,16.514469772051534,3.0
2013,Ventura,8.662445887445887,5.0
2013,Yolo,6.9812967581047385,2.0
2014,Alameda,8.390548578982154,4.0
2014,Alpine,6.042000000000001,1.0
2014,Butte,8.31566339066339,3.0
2014,Calaveras,7.899715099715101,1.0
2014,Colusa,8.365757162346522,2.0
2014,Contra Costa,8.54217877094972,2.0
2014,Del Norte,3.585217391304348,1.0
2014,El Dorado,3.4240566037735847,2.0
2014,Fresno,13.092050944224857,6.0
2014,Glenn,7.388483146067416,1.0
2014,Humboldt,7.88748627881449,3.0
2014,Imperial,14.049774774774773,3.0
2014,Inyo,7.009612141652614,2.0
2014,Kern,12.9488772845953,7.0
2014,Kings,16.62911111111111,2.0
2014,Lake,4.065573770491803,1.0
2014,Los Angeles,14.018175235336711,12.0
2014,Madera,12.167600700525394,2.0
2014,Marin,9.61185344827586,2.0
2014,Mariposa,7.141567291311755,2.0
2014,Mendocino,7.083214793741109,2.0
2014,Merced,11.000227272727274,2.0
2014,Mono,2.5654545454545454,1.0
2014,Monterey,4.735247349823322,3.0
2014,Napa,11.951540616246499,1.0
2014,Nevada,6.038578680203045,2.0
2014,Orange,14.825046382189239,2.0
2014,Placer,8.548761408083442,2.0
2014,Plumas,13.493454545454545,2.0
2014,Riverside,13.692266047950504,11.0
2014,Sacramento,8.205079006772008,4.0
2014,San Benito,4.426793248945148,2.0
2014,San Bernardino,11.474732142857144,8.0
2014,San Diego,8.931789783167954,10.0
2014,San Francisco,7.639275766016713,1.0
2014,San Joaquin,10.115899581589959,3.0
2014,San Luis Obispo,8.681773743016759,4.0
2014,San Mateo,7.112324929971988,1.0
2014,Santa Barbara,7.747200689061154,4.0
2014,Santa Clara,7.911523046092184,3.0
2014,Santa Cruz,7.249242424242424,3.0
2014,Shasta,4.3117857142857146,4.0
2014,Siskiyou,5.169811320754717,2.0
2014,Solano,9.670294494238156,1.0
2014,Sonoma,7.746742209631728,1.0
2014,Stanislaus,11.798872180451127,2.0
2014,Sutter,10.57059620596206,1.0
2014,Tehama,1.4777777777777779,1.0
2014,Trinity,3.6669642857142857,1.0
2014,Tulare,15.76929911154985,3.0
2014,Ventura,8.85693533270853,5.0
2014,Yolo,8.092658227848101,2.0
2015,Alameda,9.290787623066104,4.0
2015,Alpine,39.16129032258065,1.0
2015,Butte,8.959887005649717,3.0
2015,Calaveras,8.703013698630137,1.0
2015,Colusa,9.12627939142462,2.0
2015,Contra Costa,8.851906158357771,2.0
2015,Del Norte,4.565789473684211,1.0
2015,El Dorado,3.542127659574468,2.0
2015,Fresno,12.71343954248366,6.0
2015,Glenn,8.473487031700289,1.0
2015,Humboldt,6.524729520865534,3.0
2015,Imperial,11.253148425787106,3.0
2015,Inyo,6.5019607843137255,2.0
2015,Kern,11.873031135531136,7.0
2015,Kings,16.706629834254144,2.0
2015,Lake,3.8449999999999998,1.0
2015,Los Angeles,12.291653826399589,12.0
2015,Madera,13.378151260504202,1.0
2015,Marin,8.24757505773672,2.0
2015,Mariposa,6.751795841209829,2.0
2015,Mendocino,8.269900142653352,2.0
2015,Merced,12.879295154185021,2.0
2015,Mono,2.602608695652174,1.0
2015,Monterey,5.557797356828194,3.0
2015,Napa,10.610893854748603,1.0
2015,Nevada,5.147798742138365,2.0
2015,Orange,11.545180722891565,2.0
2015,Placer,8.71958495460441,2.0
2015,Plumas,13.370036101083032,2.0
2015,Riverside,11.661700488055484,10.0
2015,Sacramento,9.81788222582388,4.0
2015,San Benito,4.239662447257384,2.0
2015,San Bernardino,11.407293447293448,9.0
2015,San Diego,8.778631899762953,11.0
2015,San Francisco,7.575910364145658,1.0
2015,San Joaquin,11.400502512562813,3.0
2015,San Luis Obispo,8.128165771297008,5.0
2015,San Mateo,5.695277777777778,1.0
2015,Santa Barbara,7.668645908761767,5.0
2015,Santa Clara,8.66956155143339,3.0
2015,Santa Cruz,5.489340813464236,2.0
2015,Shasta,4.356725146198831,2.0
2015,Siskiyou,5.199386503067485,2.0
2015,Solano,9.400292825768668,1.0
2015,Sonoma,6.647109826589595,1.0
2015,Stanislaus,11.941975308641977,2.0
2015,Sutter,9.184519230769231,1.0
2015,Tehama,4.847468354430379,2.0
2015,Trinity,2.626470588235294,1.0
2015,Tulare,14.385774058577406,3.0
2015,Ventura,8.299811053377422,5.0
2015,Yolo,9.693236714975846,2.0
2016,Alameda,7.655541401273886,5.0
2016,Alpine,6.429166666666667,1.0
2016,Butte,8.283529411764706,3.0
2016,Calaveras,8.036705202312138,1.0
2016,Colusa,6.286500655307996,2.0
2016,Contra Costa,7.041642228739002,2.0
2016,Del Norte,4.7165048543689325,2.0
2016,El Dorado,3.2582568807339447,2.0
2016,Fresno,10.743595263724435,7.0
2016,Glenn,9.2,1.0
2016,Humboldt,5.445876288659794,2.0
2016,Imperial,12.051848249027236,3.0
2016,Inyo,5.212544802867383,2.0
2016,Kern,10.797303370786517,7.0
2016,Kings,15.374583333333334,2.0
2016,Lake,2.985245901639344,1.0
2016,Los Angeles,11.452433347439694,13.0
2016,Madera,11.857553956834533,1.0
2016,Marin,6.160681818181818,2.0
2016,Mariposa,6.805424954792043,2.0
2016,Mendocino,6.330670470756063,2.0
2016,Merced,11.787076271186441,2.0
2016,Mono,2.3836206896551726,1.0
2016,Monterey,5.7768551236749115,3.0
2016,Napa,8.57816091954023,1.0
2016,Nevada,5.71271676300578,2.0
2016,Orange,10.636613272311212,2.0
2016,Placer,7.006375,2.0
2016,Plumas,10.457347670250895,2.0
2016,Riverside,11.45558838010832,10.0
2016,Sacramento,7.8990731707317074,5.0
2016,San Benito,4.273206751054852,2.0
2016,San Bernardino,10.939621182837262,9.0
2016,San Diego,9.229940784603997,12.0
2016,San Francisco,7.583333333333333,1.0
2016,San Joaquin,10.243900602409639,3.0
2016,San Luis Obispo,6.8653418124006365,4.0
2016,San Mateo,8.32471590909091,1.0
2016,Santa Barbara,6.720848056537102,4.0
2016,Santa Clara,7.735081685296646,3.0
2016,Santa Cruz,5.243697478991597,2.0
2016,Shasta,3.100591715976331,2.0
2016,Siskiyou,3.0344827586206895,2.0
2016,Solano,7.89956647398844,1.0
2016,Sonoma,4.641061452513966,1.0
2016,Stanislaus,11.647183979974969,2.0
2016,Sutter,9.771830985915493,1.0
2016,Tehama,4.271780821917808,1.0
2016,Trinity,11.27005988023952,1.0
2016,Tulare,13.531062124248496,3.0
2016,Ventura,8.743547630220554,5.0
2016,Yolo,7.415641025641025,2.0
2017,Alameda,10.324091671324762,5.0
2017,Butte,9.984574868322047,3.0
2017,Calaveras,13.379148936170212,1.0
2017,Colusa,6.321030640668524,2.0
2017,Contra Costa,11.436072423398329,2.0
2017,Del Norte,6.055091383812011,2.0
2017,El Dorado,3.6339449541284408,2.0
2017,Fresno,12.018656182987847,7.0
2017,Glenn,9.259934853420196,1.0
2017,Humboldt,7.187971698113207,2.0
2017,Imperial,11.647614314115309,3.0
2017,Inyo,5.939453551912568,2.0
2017,Kern,11.25320197044335,8.0
2017,Kings,16.68937728937729,2.0
2017,Lake,5.928813559322034,2.0
2017,Los Angeles,12.187669801462905,13.0
2017,Madera,12.537196765498653,1.0
2017,Marin,9.066033755274262,2.0
2017,Mariposa,10.881149012567326,2.0
2017,Mendocino,9.073379310344828,2.0
2017,Merced,13.080467091295116,2.0
2017,Mono,3.5669999999999997,1.0
2017,Monterey,5.857168141592921,3.0
2017,Napa,13.728133704735376,1.0
2017,Nevada,5.832142857142857,2.0
2017,Orange,11.706720741599073,2.0
2017,Placer,6.364962593516209,2.0
2017,Plumas,12.802476190476192,2.0
2017,Riverside,11.308947081287506,10.0
2017,Sacramento,9.675857519788918,5.0
2017,San Benito,4.889834024896266,2.0
2017,San Bernardino,11.669824561403509,9.0
2017,San Diego,8.92035040431267,8.0
2017,San Francisco,9.680167597765363,1.0
2017,San Joaquin,10.772834937083642,3.0
2017,San Luis Obispo,7.81882605583393,4.0
2017,San Mateo,9.005898876404494,1.0
2017,Santa Barbara,8.884319999999999,5.0
2017,Santa Clara,8.895731707317072,3.0
2017,Santa Cruz,6.404096045197741,2.0
2017,Shasta,5.21123595505618,2.0
2017,Siskiyou,6.6140449438202245,2.0
2017,Solano,10.393314763231198,1.0
2017,Sonoma,8.095068493150684,1.0
2017,Stanislaus,12.771214017521903,2.0
2017,Sutter,10.652161383285303,1.0
2017,Tehama,7.176900584795321,1.0
2017,Trinity,19.208433734939756,2.0
2017,Tulare,15.053673469387755,3.0
2017,Ventura,9.623968105065666,5.0
2017,Yolo,9.017866666666666,2.0
2018,Alameda,12.913035019455254,6.0
2018,Butte,14.488928317955999,3.0
2018,Calaveras,14.665546218487396,1.0
2018,Colusa,11.266090425531916,2.0
2018,Contra Costa,13.12025495750708,2.0
2018,Del Norte,6.00607476635514,2.0
2018,El Dorado,4.518565400843882,2.0
2018,Fresno,13.152118644067798,7.0
2018,Glenn,10.08103448275862,1.0
2018,Humboldt,7.590645161290322,2.0
2018,Imperial,12.108333333333333,3.0
2018,Inyo,6.915168539325842,2.0
2018,Kern,11.643714011516314,8.0
2018,Kings,17.518765743073047,2.0
2018,Lake,9.154237288135594,1.0
2018,Los Angeles,12.26665268456376,13.0
2018,Madera,14.116042780748662,1.0
2018,Marin,10.643468950749465,2.0
2018,Mariposa,18.115811088295686,2.0
2018,Mendocino,10.506500691562932,2.0
2018,Merced,14.990396659707724,2.0
2018,Mono,10.26645728643216,3.0
2018,Monterey,6.6809146877748455,3.0
2018,Napa,11.413881019830027,2.0
2018,Nevada,6.3884765625,2.0
2018,Orange,11.33141304347826,2.0
2018,Placer,10.025,2.0
2018,Plumas,11.94084249084249,2.0
2018,Riverside,10.242809105018106,11.0
2018,Sacramento,12.236964656964657,5.0
2018,San Benito,6.618336886993603,2.0
2018,San Bernardino,11.269344687152905,9.0
2018,San Diego,10.194694533762059,8.0
2018,San Francisco,11.676487252124646,1.0
2018,San Joaquin,14.722066057624737,3.0
2018,San Luis Obispo,7.10726618705036,4.0
2018,San Mateo,10.543098591549295,1.0
2018,Santa Barbara,7.305855855855856,5.0
2018,Santa Clara,10.92190395956192,3.0
2018,Santa Cruz,7.357708628005657,2.0
2018,Shasta,9.561676646706587,2.0
2018,Siskiyou,17.12373417721519,2.0
2018,Solano,12.437537537537537,1.0
2018,Sonoma,8.4,1.0
2018,Stanislaus,15.836625,2.0
2018,Sutter,14.446820809248557,1.0
2018,Tehama,10.581267217630854,1.0
2018,Trinity,12.70190735694823,2.0
2018,Tulare,16.24841897233202,3.0
2018,Ventura,9.060714285714285,5.0
2018,Yolo,11.439303482587066,2.0
2019,Alameda,7.329480580252691,6.0
2019,Butte,6.970972886762361,3.0
2019,Calaveras,5.46094674556213,1.0
2019,Colusa,6.608104395604395,2.0
2019,Contra Costa,7.175215782983971,2.0
2019,Del Norte,4.93495145631068,2.0
2019,El Dorado,2.7480225988700564,2.0
2019,Fresno,8.506364657431673,7.0
2019,Glenn,6.56123595505618,1.0
2019,Humboldt,6.7878504672897195,1.0
2019,Imperial,9.570178926441352,3.0
2019,Inyo,4.52597609561753,2.0
2019,Kern,8.333493282149712,7.0
2019,Kings,12.134409937888199,2.0
2019,Lake,3.1416666666666666,1.0
2019,Los Angeles,10.186762911752744,13.0
2019,Madera,9.612885154061626,1.0
2019,Marin,5.9846827133479215,2.0
2019,Mariposa,7.834888059701493,2.0
2019,Mendocino,5.652314165497896,2.0
2019,Merced,9.274112734864302,2.0
2019,Mono,5.313619167717528,3.0
2019,Monterey,4.500177619893428,3.0
2019,Napa,5.923098591549295,1.0
2019,Nevada,5.821673003802281,2.0
2019,Orange,8.95356738391846,2.0
2019,Placer,5.467952522255193,5.0
2019,Plumas,9.27754716981132,2.0
2019,Riverside,8.275771208226221,12.0
2019,Sacramento,7.100140581068416,5.0
2019,San Benito,4.530257510729614,2.0
2019,San Bernardino,9.582995796713794,9.0
2019,San Diego,9.818062200956938,9.0
2019,San Francisco,7.667409470752089,1.0
2019,San Joaquin,8.258990053557765,3.0
2019,San Luis Obispo,5.646018322762509,4.0
2019,San Mateo,6.986046511627906,1.0
2019,Santa Barbara,5.1460474308300395,5.0
2019,Santa Clara,7.481999999999999,3.0
2019,Santa Cruz,5.620086083213773,2.0
2019,Shasta,3.748630136986301,2.0
2019,Siskiyou,5.055021834061135,2.0
2019,Solano,8.714944134078213,1.0
2019,Sonoma,5.6781341107871715,1.0
2019,Stanislaus,9.140100250626567,2.0
2019,Sutter,8.266384180790961,1.0
2019,Tehama,5.429461756373938,1.0
2019,Trinity,4.913623188405797,2.0
2019,Tulare,11.19097435897436,3.0
2019,Ventura,6.647247058823529,5.0
2019,Yolo,6.849135802469136,2.0
2020,Alameda,10.967345993515517,6.0
2020,Butte,13.476045627376426,3.0
2020,Calaveras,12.741040462427744,1.0
2020,Colusa,15.745224171539961,2.0
2020,Contra Costa,11.085572139303482,2.0
2020,Del Norte,9.06054054054054,2.0
2020,El Dorado,6.105405405405405,2.0
2020,Fresno,16.78794460182562,8.0
2020,Glenn,15.19217391304348,1.0
2020,Humboldt,8.754716981132075,1.0
2020,Imperial,10.892923076923077,3.0
2020,Inyo,16.88470889315419,3.0
2020,Kern,13.760240384615384,8.0
2020,Kings,19.658773006134968,2.0
2020,Lake,9.568852459016394,1.0
2020,Los Angeles,13.495547690014904,14.0
2020,Madera,17.067848101265824,1.0
2020,Marin,7.9527196652719665,2.0
2020,Mariposa,15.546706586826348,2.0
2020,Mendocino,11.400137174211249,2.0
2020,Merced,15.05126050420168,2.0
2020,Mono,29.214356435643563,3.0
2020,Monterey,7.848634361233481,3.0
2020,Napa,10.332758620689656,1.0
2020,Nevada,11.403918722786647,2.0
2020,Orange,11.57076023391813,2.0
2020,Placer,11.940614886731392,5.0
2020,Plumas,18.159222497932177,3.0
2020,Riverside,10.204454865181711,12.0
2020,Sacramento,13.223027842227378,5.0
2020,San Benito,8.339915074309978,2.0
2020,San Bernardino,11.494044477949492,9.0
2020,San Diego,12.603003412969285,9.0
2020,San Francisco,10.525956284153006,1.0
2020,San Joaquin,13.68946608946609,3.0
2020,San Luis Obispo,9.104561403508772,4.0
2020,San Mateo,9.835410764872522,1.0
2020,Santa Barbara,7.6068608414239485,5.0
2020,Santa Clara,11.32234219269103,3.0
2020,Santa Cruz,9.641036414565827,2.0
2020,Shasta,7.105882352941176,2.0
2020,Siskiyou,10.443822843822844,2.0
2020,Solano,12.116155988857939,1.0
2020,Sonoma,8.269637883008357,1.0
2020,Stanislaus,14.874571805006587,2.0
2020,Sutter,14.891441441441442,1.0
2020,Tehama,13.332857142857144,1.0
2020,Trinity,10.986577181208053,2.0
2020,Tulare,18.099693251533743,4.0
2020,Ventura,7.358790955237656,5.0
2020,Yolo,13.266004962779157,2.0
2020,Alameda,10.967345993515517,6.0
2020,Butte,13.476045627376426,3.0
2020,Calaveras,12.741040462427744,1.0
2020,Colusa,15.745224171539961,2.0
2020,Contra Costa,11.085572139303482,2.0
2020,Del Norte,9.06054054054054,2.0
2020,El Dorado,6.105405405405405,2.0
2020,Fresno,16.78794460182562,8.0
2020,Glenn,15.19217391304348,1.0
2020,Humboldt,8.754716981132075,1.0
2020,Imperial,10.892923076923077,3.0
2020,Inyo,16.88470889315419,3.0
2020,Kern,13.760240384615384,8.0
2020,Kings,19.658773006134968,2.0
2020,Lake,9.568852459016394,1.0
2020,Los Angeles,13.495547690014904,14.0
2020,Madera,17.067848101265824,1.0
2020,Marin,7.9527196652719665,2.0
2020,Mariposa,15.546706586826348,2.0
2020,Mendocino,11.400137174211249,2.0
2020,Merced,15.05126050420168,2.0
2020,Mono,29.214356435643563,3.0
2020,Monterey,7.848634361233481,3.0
2020,Napa,10.332758620689656,1.0
2020,Nevada,11.403918722786647,2.0
2020,Orange,11.57076023391813,2.0
2020,Placer,11.940614886731392,5.0
2020,Plumas,18.159222497932177,3.0
2020,Riverside,10.204454865181711,12.0
2020,Sacramento,13.223027842227378,5.0
2020,San Benito,8.339915074309978,2.0
2020,San Bernardino,11.494044477949492,9.0
2020,San Diego,12.603003412969285,9.0
2020,San Francisco,10.525956284153006,1.0
2020,San Joaquin,13.68946608946609,3.0
2020,San Luis Obispo,9.104561403508772,4.0
2020,San Mateo,9.835410764872522,1.0
2020,Santa Barbara,7.6068608414239485,5.0
2020,Santa Clara,11.32234219269103,3.0
2020,Santa Cruz,9.641036414565827,2.0
2020,Shasta,7.105882352941176,2.0
2020,Siskiyou,10.443822843822844,2.0
2020,Solano,12.116155988857939,1.0
2020,Sonoma,8.269637883008357,1.0
2020,Stanislaus,14.874571805006587,2.0
2020,Sutter,14.891441441441442,1.0
2020,Tehama,13.332857142857144,1.0
2020,Trinity,10.986577181208053,2.0
2020,Tulare,18.099693251533743,4.0
2020,Ventura,7.358790955237656,5.0
2020,Yolo,13.266004962779157,2.0
2022,Alameda,8.198047964305633,5.0
2022,Butte,6.188046387154326,3.0
2022,Calaveras,6.03774647887324,1.0
2022,Colusa,7.607730673316707,2.0
2022,Contra Costa,8.250305997552019,2.0
2022,Del Norte,4.969650655021834,2.0
2022,El Dorado,4.067105263157894,2.0
2022,Fresno,10.188663527707353,8.0
2022,Glenn,5.339316239316239,1.0
2022,Humboldt,6.757758620689655,1.0
2022,Imperial,9.551076923076923,4.0
2022,Inyo,5.569742623979912,5.0
2022,Kern,9.882254607801114,7.0
2022,Kings,14.40235783633842,2.0
2022,Lake,4.257377049180327,1.0
2022,Los Angeles,10.971637080867849,15.0
2022,Madera,10.386388888888888,1.0
2022,Marin,6.54453781512605,2.0
2022,Mariposa,9.468815331010454,2.0
2022,Mendocino,10.138373751783167,2.0
2022,Merced,10.061335187760779,2.0
2022,Mono,4.429237288135593,3.0
2022,Monterey,4.752278820375335,3.0
2022,Nevada,7.594822888283379,2.0
2022,Orange,9.24693181818182,2.0
2022,Placer,7.277508455467869,5.0
2022,Plumas,11.235483870967741,3.0
2022,Riverside,9.126720914888937,11.0
2022,Sacramento,8.247535211267605,5.0
2022,San Benito,4.708158995815899,2.0
2022,San Bernardino,9.419042357274401,9.0
2022,San Diego,8.297672901261418,10.0
2022,San Francisco,6.779224376731302,1.0
2022,San Joaquin,7.90246062992126,3.0
2022,San Luis Obispo,7.103153468815698,4.0
2022,San Mateo,6.7957865168539335,1.0
2022,Santa Barbara,6.063512429831595,5.0
2022,Santa Clara,8.7770921386306,3.0
2022,Santa Cruz,5.2275035260930895,2.0
2022,Shasta,5.666984126984127,2.0
2022,Siskiyou,7.597169811320755,2.0
2022,Solano,7.895,1.0
2022,Sonoma,6.376149425287356,1.0
2022,Stanislaus,12.124429530201343,2.0
2022,Sutter,10.035252808988764,1.0
2022,Tehama,5.871181556195966,1.0
2022,Trinity,10.727611940298507,2.0
2022,Tulare,10.411529026982828,4.0
2022,Ventura,6.845492565055762,5.0
2022,Yolo,5.437007874015748,2.0
2023,Alameda,7.006504065040651,6.0
2023,Butte,7.604020979020979,4.0
2023,Calaveras,5.571988795518207,1.0
2023,Colusa,9.795166666666667,2.0
2023,Contra Costa,7.779856972586413,2.0
2023,Del Norte,6.817102137767221,2.0
2023,El Dorado,3.571493212669683,2.0
2023,Fresno,9.032341197822142,8.0
2023,Glenn,6.650704225352112,1.0
2023,Humboldt,11.66902985074627,2.0
2023,Imperial,8.818009478672986,3.0
2023,Inyo,5.505853139411139,5.0
